project_id,block_order,block_type,layout_style,content_1_cn (左侧/主内容),content_1 _en(左侧/主内容),content_2_cn (右侧/次内容),content_2_en (右侧/次内容)
suzhou-lake-geneve,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/06.webp",,,
suzhou-lake-geneve,5,text_1col,align-left,"### 隐匿于自然的景观之光
户外景观延续了极简设计理念，通过将水下地埋灯与洗墙灯巧妙隐藏在水池与步道边缘，让雕塑与建筑立面在夜色中仿佛悬浮于水面之上。","### Landscape Light Concealed in Nature
The outdoor landscape continues the minimalist design concept. By cleverly hiding underwater inground lights and wall washers at the edges of pools and paths, sculptures and facades appear to float on the water at night.",,
suzhou-lake-geneve,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/09.webp",,,
suzhou-lake-geneve,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-lake-geneve/10.webp,,,
suzhou-lake-geneve,8,text_1col,align-center,*光影融入日常，让每一寸空间都写满岁月的静好。*,"*Light and shadow blend into the daily routine, filling every inch of space with the tranquility of time.*",,
taizhou-mixc,1,text_1col,align-center,"### 商业综合体的夜间律动
泰州华润万象城建筑外立面照明设计，通过动态光影赋予现代商业街区强烈的视觉张力，以光为媒介重塑城市中心的高端零售体验。","### Night Rhythm of the Commercial Complex
The facade lighting design of Taizhou MixC endows the modern commercial block with strong visual tension through dynamic light and shadow, reshaping the high-end retail experience in the city center.",,
taizhou-mixc,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/02.webp,,,
taizhou-mixc,3,text_2col,50-50,"### 建筑肌理表达
精细的光束角控制使建筑外立面的材质细节得以完美展现，形成统一而富有节奏的视觉面貌。","### Architectural Texture Expression
Precise beam angle control perfectly reveals the material details of the facade, forming a unified and rhythmic visual appearance.","### 智能光影变幻
隐藏式LED线条灯结合智能控制，让巨大的幕墙在夜间呈现出如呼吸般的灵动光影。","### Intelligent Light Changes
Concealed LED linear lights combined with intelligent control make the massive curtain wall present dynamic, breathing-like light and shadows at night."
taizhou-mixc,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/06.webp",,,
taizhou-mixc,5,text_1col,align-left,"### 沉浸式环境照明
不仅关注建筑本身的标识度，更通过漫反射处理削弱眩光，为行人打造惬意的夜游购物空间。","### Immersive Ambient Lighting
Focusing not only on the building's identity but also reducing glare through diffuse reflection, creating a cozy night-shopping space for pedestrians.",,
taizhou-mixc,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/09.webp",,,
taizhou-mixc,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/taizhou-mixc/10.webp,,,
taizhou-mixc,8,text_1col,align-center,*繁华之中，光影是城市的脉搏。*,"*Amidst the bustle, light and shadow are the pulse of the city.*",,
beijing-fengtai-joy-breeze,1,text_1col,align-center,"### 会呼吸的光影幕墙
北京丰台大悦春风里的照明设计通过丰富的灯光层次与材质的交互，为这座TOD商业综合体注入源源不断的生机，打造出充满活力的城市微度假目的地。","### The Breathing Light Curtain Wall
The lighting design of Beijing Fengtai Joy Breeze injects continuous vitality into this TOD commercial complex through rich lighting layers and material interactions, creating a vibrant urban micro-vacation destination.",,
beijing-fengtai-joy-breeze,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/02.webp,,,
beijing-fengtai-joy-breeze,3,text_2col,50-50,"### 动感风动鳞片
风动片幕墙背后隐藏的光源，随着风的吹拂产生波光粼粼的视觉效果，仿佛建筑拥有了生命。","### Dynamic Wind-driven Scales
The light sources hidden behind the wind-driven curtain wall create a sparkling visual effect with the breeze, as if the building has a life of its own.","### 虚实交融之境
石材与玻璃材质的碰撞在光的勾勒下更加鲜明，使得整体空间充满高级感与层次感。","### Blending of Virtual and Real
The collision of stone and glass materials becomes more distinct under the outline of light, filling the overall space with a sense of luxury and depth."
beijing-fengtai-joy-breeze,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/06.webp",,,
beijing-fengtai-joy-breeze,5,text_1col,align-left,"### 光与自然的无缝衔接
顶部的自然采光与室内的人工照明实现了完美的色温过渡，让顾客仿佛置身于充满阳光的春日花园。","### Seamless Connection of Light and Nature
The natural daylight at the top and the indoor artificial lighting achieve a perfect color temperature transition, making customers feel as if they are in a sunny spring garden.",,
beijing-fengtai-joy-breeze,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/09.webp",,,
beijing-fengtai-joy-breeze,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-fengtai-joy-breeze/10.webp,,,
beijing-fengtai-joy-breeze,8,text_1col,align-center,*如春风拂面，光是空间最温柔的问候。*,"*Like a spring breeze, light is the gentlest greeting of the space.*",,
nanchang-vanke-times-of-light,1,text_1col,align-center,"### 时代之光的多维折射
南昌万科时代之光以前卫的照明设计理念，通过不规则幕墙与灯光的结合，打造出现代办公与商业交融的璀璨地标，展现城市向上的力量。","### Multidimensional Refraction of the Times of Light
Nanchang Vanke Times of Light uses avant-garde lighting design concepts, combining irregular curtain walls with lighting to create a dazzling landmark where modern office and commerce blend, demonstrating the upward power of the city.",,
nanchang-vanke-times-of-light,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/02.webp,,,
nanchang-vanke-times-of-light,3,text_2col,50-50,"### 钻石般的立面切割
利用隐藏式洗墙灯与重点投光，完美强调了建筑表皮的钻石切面，夜幕下熠熠生辉。","### Diamond-like Facade Cutting
Concealed wall washers and accent lighting perfectly emphasize the diamond facets of the building's skin, shining brilliantly under the night sky.","### 内外通透的光环境
室内暖光与室外冷调泛光形成对比，赋予建筑如灯笼般的通透感与层次感。","### Transparent Light Environment Inside and Out
The indoor warm light contrasts with the outdoor cool floodlight, giving the building a transparent and layered feel like a lantern."
nanchang-vanke-times-of-light,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/06.webp",,,
nanchang-vanke-times-of-light,5,text_1col,align-left,"### 极致的控眩防光污染处理
所有灯具经过严密的定制与光学计算，确保行人视角无眩光，在繁华中保留了一份宁静的光学关怀。","### Ultimate Glare Control and Anti-light Pollution Processing
All fixtures undergo strict customization and optical calculations to ensure no glare from the pedestrian's perspective, retaining a sense of optical care amidst the prosperity.",,
nanchang-vanke-times-of-light,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/09.webp",,,
nanchang-vanke-times-of-light,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanchang-vanke-times-of-light/10.webp,,,
nanchang-vanke-times-of-light,8,text_1col,align-center,*每一道光的折射，都是城市精神的闪耀。*,*Every refraction of light is the shining of the city's spirit.*,,
nanjing-heimoying,1,text_1col,align-center,"### 历史与现代的时空交响
南京黑墨营以起承转合的空间序列，通过极简的照明语言唤醒历史建筑的深沉底蕴。在光与影的引导下，参观者仿佛穿梭于古今交汇的静谧庭院。","### Spatiotemporal Symphony of History and Modernity
Nanjing Heimoying awakens the profound heritage of historical buildings through a minimalist lighting language with an opening, developing, changing, and concluding spatial sequence. Guided by light and shadow, visitors seem to travel through a tranquil courtyard where ancient and modern meet.",,
nanjing-heimoying,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/02.webp,,,
nanjing-heimoying,3,text_2col,50-50,"### 游园式的光影引导
以低亮度的地埋灯与景观照明作为动线指引，营造出深邃、内敛的东方古典游园意境。","### Garden-style Light and Shadow Guidance
Low-brightness underground lights and landscape lighting serve as dynamic guides, creating a profound and introverted Oriental classical garden mood.","### 材质的温润对话
暖色调的灯光打在青砖与木饰面上，赋予冰冷材质以温度，呈现出岁月沉淀的厚重感。","### Warm Dialogue of Materials
Warm-toned lights cast on grey bricks and wood veneers give warmth to cold materials, presenting a profound sense of accumulated time."
nanjing-heimoying,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/06.webp",,,
nanjing-heimoying,5,text_1col,align-left,"### 留白的光学艺术
设计中大量采用“见光不见灯”的克制手法，将空间大面积留给黑暗，仅在关键的视觉节点施以微光，极大地提升了空间的禅意与静谧感。","### The Optical Art of Blank Space
The design widely uses the restrained technique of ""seeing the light but not the fixture,"" leaving a large area of the space to darkness and only applying faint light at key visual nodes, greatly enhancing the Zen and tranquility of the space.",,
nanjing-heimoying,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/09.webp",,,
nanjing-heimoying,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-heimoying/10.webp,,,
nanjing-heimoying,8,text_1col,align-center,*在幽暗中寻找光明，是对历史最深情的凝望。*,*Seeking light in the gloom is the most affectionate gaze at history.*,,
beijing-798-song-art-museum,1,text_1col,align-center,"### 包豪斯建筑的光影重生
北京798颂美术馆的照明设计巧妙地将现代画廊照明体系与1950年代的包豪斯红砖建筑相融合。通过精准的投光与氛围渲染，让艺术品与历史空间产生跨越时空的对话。","### Rebirth of Light and Shadow in Bauhaus Architecture
The lighting design of Beijing 798 Song Art Museum ingeniously integrates a modern gallery lighting system with the 1950s Bauhaus red brick architecture. Through precise projection and ambient rendering, artworks and historical spaces engage in a dialogue across time and space.",,
beijing-798-song-art-museum,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/02.webp,,,
beijing-798-song-art-museum,3,text_2col,50-50,"### 红砖墙的洗礼
定制的洗墙灯从底部将标志性的红砖墙均匀照亮，赋予粗犷工业肌理以现代艺术的纯粹感。","### Baptism of the Red Brick Wall
Customized wall washers evenly illuminate the iconic red brick wall from the bottom, endowing the rough industrial texture with the purity of modern art.","### 博物馆级展陈光环境
高显色指数的轨道射灯精准聚焦展品，光束边缘柔和过渡，确保每一件艺术品都能展现最真实的色彩与细节。","### Museum-grade Exhibition Light Environment
Track spotlights with a high color rendering index precisely focus on exhibits with soft beam edges, ensuring every artwork shows its truest colors and details."
beijing-798-song-art-museum,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/06.webp",,,
beijing-798-song-art-museum,5,text_1col,align-left,"### 顶部结构的隐秘表达
尊重原有的拱形屋顶结构，所有的线缆与轨道系统均进行了隐藏处理，使得整体空间开阔、整洁，完全服务于艺术的展示。","### Secret Expression of the Top Structure
Respecting the original arched roof structure, all cables and track systems are hidden, making the overall space open, neat, and completely serving the exhibition of art.",,
beijing-798-song-art-museum,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/09.webp",,,
beijing-798-song-art-museum,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-798-song-art-museum/10.webp,,,
beijing-798-song-art-museum,8,text_1col,align-center,*艺术在光中苏醒，历史在影中永恒。*,"*Art awakens in the light, and history becomes eternal in the shadow.*",,
xiamen-powerlong-one,1,text_1col,align-center,"### 海岛之城的璀璨商业核心
厦门宝龙一城的照明设计依托其得天独厚的自然环境，通过高雅内敛的灯光层次，打造出一个融商业、办公与奢华居住为一体的地标性城市夜景。","### Dazzling Commercial Core of the Island City
Relying on its unique natural environment, the lighting design of Xiamen Powerlong One creates a landmark urban nightscape integrating commerce, office, and luxury living through elegant and introverted lighting layers.",,
xiamen-powerlong-one,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/02.webp,,,
xiamen-powerlong-one,3,text_2col,50-50,"### 细腻的水景倒影
灯光与跌水景观完美结合，水面波光粼粼的倒影为硬朗的建筑注入了灵动与柔和的自然气息。","### Delicate Waterscape Reflections
Lighting perfectly combines with the cascading waterscape. The sparkling reflections inject a dynamic and soft natural breath into the rigid architecture.","### 幕墙的流光溢彩
在夜幕下，建筑外立面通过隐藏式LED灯带勾勒出修长挺拔的轮廓，展现出高端商业街区的极致魅力。","### Radiant Curtain Wall
Under the night sky, the facade outlines a slender and tall contour through hidden LED strips, showing the ultimate charm of the high-end commercial block."
xiamen-powerlong-one,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/06.webp",,,
xiamen-powerlong-one,5,text_1col,align-left,"### 色温与材质的精准匹配
设计中特意为石材与金属幕墙选配了不同色温的光源，从而在视觉上拉开了建筑的远近透视感，增强了立面的立体感。","### Precise Matching of Color Temperature and Material
The design specifically matches light sources of different color temperatures for stone and metal curtain walls, thereby visually expanding the perspective of the building and enhancing the 3D effect of the facade.",,
xiamen-powerlong-one,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/09.webp",,,
xiamen-powerlong-one,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xiamen-powerlong-one/10.webp,,,
xiamen-powerlong-one,8,text_1col,align-center,*海风沉醉的夜晚，光是城市最美的首饰。*,"*On nights intoxicated by the sea breeze, light is the city's most beautiful jewelry.*",,
venice-biennale,1,text_1col,align-center,"### 威尼斯双年展的东方意境
在这场全球瞩目的艺术盛会中，中国馆“元境”的灯光设计通过科技与自然元素的融合，在古老的展馆内重塑了充满诗意的元宇宙山水画卷。","### Oriental Mood of the Venice Biennale
In this globally anticipated art event, the lighting design of the China Pavilion ""Meta-Scape"" reshapes a poetic metaverse landscape painting inside the ancient pavilion through the integration of technology and natural elements.",,
venice-biennale,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/02.webp,,,
venice-biennale,3,text_2col,50-50,"### 展陈空间的沉浸式构建
利用极低照度的基础照明与高对比度的重点照明，将观众的视线紧紧吸附于艺术装置本身。","### Immersive Construction of Exhibition Space
Utilizing extremely low-illuminance basic lighting and high-contrast accent lighting, it firmly draws the audience's gaze to the art installations themselves.","### 虚实共生的光影装置
灯光与投影、激光技术相辅相成，在墙面与地面投射出流动的东方意象，让观者仿佛步入画中。","### Symbiotic Light and Shadow Installations
Lighting complements projection and laser technology, casting flowing Oriental imagery on walls and floors, making viewers feel as if they have stepped into a painting."
venice-biennale,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/06.webp",,,
venice-biennale,5,text_1col,align-left,"### 历史建筑的光学保护
在布展过程中，严格遵循对威尼斯百年古建筑的无损保护原则，所有灯具均采用独立支架与柔性布线系统，实现了技术与历史的完美妥协。","### Optical Protection of Historical Architecture
During the exhibition setup, the principle of non-destructive protection for Venice's century-old buildings was strictly followed. All fixtures used independent brackets and flexible wiring systems, achieving a perfect compromise between tech and history.",,
venice-biennale,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/09.webp",,,
venice-biennale,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/venice-biennale/10.webp,,,
venice-biennale,8,text_1col,align-center,*以光为墨，绘就跨越国界的山水长卷。*,*Using light as ink to paint a long scroll of landscapes that cross borders.*,,
jinmao-fangdao,1,text_1col,align-center,"### 森林与城市的自然过渡
金茂方岛示范区的照明设计以“生态之岛”为核心理念，用柔和的环境光与灵动的景观照明，在都市边缘刻画出一片静谧、高级的自然栖居地。","### Natural Transition Between Forest and City
The lighting design of Jinmao Fangdao Demonstration Zone takes ""Ecological Island"" as its core concept. With soft ambient light and dynamic landscape lighting, it portrays a tranquil and high-end natural habitat on the edge of the city.",,
jinmao-fangdao,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/02.webp,,,
jinmao-fangdao,3,text_2col,50-50,"### 建筑语言的延伸
顶部的暖色泛光顺应了建筑大挑檐的结构，让整体建筑在夜色中呈现出轻盈漂浮的视觉奇观。","### Extension of Architectural Language
The warm floodlight at the top conforms to the structure of the building's large overhanging eaves, making the overall architecture present a light, floating visual spectacle in the night.","### 园林景观的氛围渲染
草坪灯与照树灯的光线被精心控制，不仅没有破坏夜晚的黑，反而增强了植物的层次与空间的深邃感。","### Atmosphere Rendering of Landscape Architecture
The light from lawn lamps and tree uplights is carefully controlled. Instead of destroying the darkness of the night, it enhances the layers of plants and the depth of the space."
jinmao-fangdao,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/06.webp",,,
jinmao-fangdao,5,text_1col,align-left,"### 玻璃幕墙的内透之美
由于采用了高透玻璃幕墙，设计团队将照明重点放在了室内顶面的照亮上，由内而外散发的暖光成为了最好的外立面装饰。","### The Beauty of Inner Permeability of Glass Curtain Walls
Due to the use of high-transparency glass curtain walls, the design team focused on illuminating the indoor ceiling. The warm light radiating from the inside out became the best facade decoration.",,
jinmao-fangdao,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/09.webp",,,
jinmao-fangdao,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jinmao-fangdao/10.webp,,,
jinmao-fangdao,8,text_1col,align-center,*每一次归家，都是一场向着自然深处的巡游。*,*Every return home is a cruise deep into nature.*,,
shanghai-taopu-604,1,text_1col,align-center,"### 英雄天地的工业记忆
桃浦智创城英雄天地照明设计在保留场地工业风貌与历史底蕴的同时，融入了极具现代科技感的线性光影，实现了新旧时代的完美共生。","### Industrial Memory of Hero Tiandi
The lighting design of Hero Tiandi in Taopu Smart Innovation City preserves the industrial style and historical heritage of the site while integrating highly modern and technological linear light and shadow, achieving a perfect symbiosis of the old and new eras.",,
shanghai-taopu-604,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/02.webp,,,
shanghai-taopu-604,3,text_2col,50-50,"### 工业风骨的重塑
红砖与钢铁在定制洗墙灯的勾勒下，展现出粗犷又不失细腻的质感，重焕老厂房的生机。","### Reshaping Industrial Character
Red bricks and steel show a rough yet delicate texture under the outline of customized wall washers, reviving the vitality of the old factory.","### 极简科技光带
穿插于建筑体块间的极简冷白光带，不仅提供了充足的功能照明，更赋予园区面向未来的前卫感。","### Minimalist Tech Light Strips
The minimalist cool white light strips interspersed among the building blocks not only provide sufficient functional lighting but also endow the park with a forward-looking avant-garde feel."
shanghai-taopu-604,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/06.webp",,,
shanghai-taopu-604,5,text_1col,align-left,"### 节点定制化处理
针对不同材质和特殊结构点位，团队精心计算了每一颗灯珠的安装角度，确保在不破坏外立面白天美感的前提下达到极致夜景。","### Customized Node Processing
For different materials and special structure points, the team meticulously calculated the installation angle of each LED bead, ensuring an ultimate night view without destroying the daytime aesthetics of the facade.",,
shanghai-taopu-604,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/09.webp",,,
shanghai-taopu-604,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-taopu-604/10.webp,,,
shanghai-taopu-604,8,text_1col,align-center,*旧时光的铁迹斑驳，在光影里焕发新纪元的脉动。*,*The mottled iron traces of the old days pulsate with a new era in the light and shadow.*,,
jiaxing-cr-land-xiuhu,1,text_1col,align-center,"### 滨水之畔的艺术方舟
华润秀湖西示范区照明设计以湖光水色为灵感，利用纯粹、通透的光环境语言，将建筑化作一座停泊在湖畔的发光艺术方舟。","### The Art Ark by the Waterfront
The lighting design of CR Land Xiuhu West Demonstration Zone takes inspiration from the lake and water, using pure and transparent light environment language to turn the building into a glowing art ark moored by the lake.",,
jiaxing-cr-land-xiuhu,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/02.webp,,,
jiaxing-cr-land-xiuhu,3,text_2col,50-50,"### 悬浮的视觉中心
隐藏于建筑底部的连续灯带，在水景的倒影下，让整个玻璃主体产生强烈的悬浮感。","### Suspended Visual Center
Continuous light strips hidden at the bottom of the building create a strong sense of suspension for the entire glass main body under the reflection of the waterscape.","### 院落空间的序列之光
从入口到庭院，照度被精心编排，用光的明暗节奏引导访客步入宁静深邃的室内展示空间。","### Sequence Light of Courtyard Space
From the entrance to the courtyard, illuminance is carefully arranged, using the rhythm of light and dark to guide visitors into a tranquil and profound indoor exhibition space."
jiaxing-cr-land-xiuhu,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/06.webp",,,
jiaxing-cr-land-xiuhu,5,text_1col,align-left,"### 无界限的室内外照明
打破传统室内外灯光壁垒，使得建筑顶部的照明延伸至户外挑檐，形成了浑然一体的视觉体验与空间张力。","### Boundaryless Indoor and Outdoor Lighting
Breaking the traditional barriers between indoor and outdoor lighting, the lighting at the top of the building extends to the outdoor eaves, forming an integrated visual experience and spatial tension.",,
jiaxing-cr-land-xiuhu,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/09.webp",,,
jiaxing-cr-land-xiuhu,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jiaxing-cr-land-xiuhu/10.webp,,,
jiaxing-cr-land-xiuhu,8,text_1col,align-center,*当水波倒映星光，建筑便拥有了空灵的灵魂。*,"*When water waves reflect starlight, architecture possesses an ethereal soul.*",,
weihai-gemdale-huafa,1,text_1col,align-center,"### 海湾之畔的光影诗篇
金地华发威海·峯范展示中心照明设计深谙东方禅意与现代极简美学，通过极具温润感的光源，与建筑的木质肌理和水景产生深层次的情感共鸣。","### A Light and Shadow Poem by the Bay
The lighting design of Weihai Gemdale Huafa Fengfan Exhibition Center profoundly understands Oriental Zen and modern minimalist aesthetics. Through a highly warm light source, it produces a deep emotional resonance with the building's wood texture and waterscape.",,
weihai-gemdale-huafa,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/weihai-gemdale-huafa/02.webp,,,
